,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Predicted_Like
8826,Like A Cowboy,Randy Houser,spotify:track:2eQQ7YHhROyqSPiMrTOuum,0.511,0.687,1,-4.328,1,0.0326,0.254,2.49e-06,0.10800000000000001,0.172,139.995,262133,4,41.90572,10,1,0
8827,Metal Rages On - Edit 2019,Fireforce,spotify:track:3jLvn1CDzVJpYe8wLKPfEa,0.369,0.966,0,-3.713,1,0.0564,4.6399999999999996e-05,3.81e-05,0.226,0.293,182.13299999999998,205000,4,34.69168,11,0,0
8832,Renegades,X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.002999999999999,1,0.0905,0.0144,0.0597,0.22899999999999998,0.528,90.052,195200,4,43.482009999999995,7,1,0
8836,Titanium,David Guetta Featuring Sia,spotify:track:77TT8Xvx637TpzV8kKGkUw,0.604,0.787,0,-3.674,0,0.10300000000000001,0.0679,0.15,0.127,0.301,126.06200000000001,245040,4,47.72419,12,1,0
8837,Water,Ugly God,spotify:track:7EoSDrwBPUBeBEORrpvgko,0.816,0.245,0,-15.617,0,0.414,0.616,0.000813,0.127,0.187,140.04,138936,4,27.928590000000003,7,1,0
8839,I Had A Heart,Real Friends,spotify:track:751x53vJeXR0STCDhrRxHj,0.608,0.851,1,-6.181,1,0.0282,0.0191,0.0,0.12,0.409,129.997,157747,4,32.38345,7,0,0
8846,Satan's Son,Bane,spotify:track:58WwOU95RCg8L5kHbMMREi,0.315,0.951,1,-6.56,1,0.069,2.05e-06,1.0300000000000001e-05,0.0917,0.309,95.662,126213,4,27.406879999999997,6,0,0
8847,Burning Man,Dierks Bentley Featuring Brothers Osborne,spotify:track:4a1oIihVt6xSnDRpgX387M,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.49200000000000005,119.073,238493,4,36.07193,12,1,0
8848,Wandering Star,Noel Gallagher's High Flying Birds,spotify:track:4lAZKCxapw62GZhaAtZz78,0.36200000000000004,0.846,2,-3.623,1,0.0262,0.000294,0.0025399999999999997,0.0982,0.331,78.514,218009,4,32.5464,10,0,0
8855,No Guidance,Chris Brown Featuring Drake,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,0.698,0.45399999999999996,1,-6.756,0,0.151,0.12300000000000001,0.0,0.155,0.13699999999999998,92.932,260640,4,26.4939,13,1,0
8856,Winds of Haryana,Muni Yogi,spotify:track:3LQzOfnnGOpJGWeO1mMMDs,0.14400000000000002,0.11599999999999999,11,-26.927,0,0.0641,0.623,0.9129999999999999,0.0918,0.0444,58.048,176432,3,26.487209999999997,12,0,0
8858,Legend,Drake,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,0.7120000000000001,0.563,1,-7.5729999999999995,1,0.071,0.0269,0.0,0.0776,0.299,100.09299999999999,241853,4,39.4092,9,1,0
8861,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,spotify:track:7IAa7vUJ11STN7le8XaxsH,0.932,0.8190000000000001,8,-3.484,0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,192773,4,18.66402,10,1,0
8862,American Pop Punk,Everyone Says,spotify:track:0UIrpnOwTU03OOFSvHh1tS,0.508,0.768,0,-5.653,1,0.0544,0.00125,2.8999999999999998e-06,0.106,0.469,134.971,221033,4,16.57486,9,0,0
8864,Youth,Troye Sivan,spotify:track:1cOyWWUr3oXJIxY0AjJEx9,0.628,0.737,7,-4.437,1,0.040999999999999995,0.0625,0.0,0.0777,0.5920000000000001,91.507,185194,4,32.21224,11,1,0
8866,Penance,Thorium,spotify:track:3EyW5Gt6ztC1urI0aDZbeg,0.187,0.988,7,-3.858,1,0.113,0.00028399999999999996,0.000734,0.315,0.0576,179.452,172840,4,22.0608,8,0,0
8868,Sure Thing,Miguel,spotify:track:0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.00031099999999999997,0.191,0.504,81.0,195373,4,26.39306,10,1,0
8871,Racing with Destiny,Emerald Sun,spotify:track:6JVFaUYTyXACltNAZVq1wa,0.32,0.946,0,-0.843,1,0.07400000000000001,7.75e-05,2.35e-06,0.311,0.242,174.954,310855,4,49.6454,14,0,0
8874,What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer,spotify:track:6PHMAqyTi2zjs6aXneg0EC,0.0956,0.16,0,-16.662,1,0.0329,0.0209,0.883,0.086,0.0318,80.30199999999999,327339,4,33.34555,11,0,0
8875,I Need a Doctor,Hella,spotify:track:2kFBYzi6nLWC1jIGPXfyY8,0.7240000000000001,0.963,7,-4.678,0,0.335,0.306,3.77e-05,0.175,0.31,155.942,278024,4,82.72605,11,0,0
8877,Dark Horse,Katy Perry Featuring Juicy J,spotify:track:5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122000000000001,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4,43.94078,10,1,0
8878,Destructor,Aura Noir,spotify:track:17j8UXaNClwF7QI9k41QUI,0.127,0.992,6,-3.65,0,0.12300000000000001,1.27e-05,0.726,0.146,0.166,167.101,282413,4,72.04604,12,0,0
8880,Kisses Down Low,Kelly Rowland,spotify:track:4KhanrenBxgyXYkFCArMyd,0.632,0.7240000000000001,5,-9.324,0,0.0678,0.0168,4.03e-05,0.10400000000000001,0.23800000000000002,137.965,254867,4,25.765620000000002,14,1,0
8887,Bittersweet,Fantasia,spotify:track:7lDO0HIPCt63UJj5b20Dft,0.74,0.81,8,-5.231,1,0.0755,0.0266,2.4e-05,0.0433,0.436,129.972,236640,4,30.372709999999998,9,1,0
8889,BEBE,6ix9ine Featuring Anuel AA,spotify:track:6mKs2kkBgvf090H566n1pd,0.635,0.902,0,-3.5589999999999997,1,0.109,0.172,0.0,0.125,0.28600000000000003,102.06299999999999,217822,4,38.55986,11,1,0
8890,Neptune,Sleeping At Last,spotify:track:1RgiH5ucgoEWDKmGyA5drQ,0.602,0.371,9,-11.575,0,0.0322,0.23,0.0,0.0887,0.21100000000000002,120.01,280371,4,17.86342,16,0,0
8892,Diamonds Dancing,Drake & Future,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,0.467,0.358,1,-10.847000000000001,1,0.0497,0.125,3.73e-05,0.111,0.166,136.02,314632,4,28.49755,13,1,0
8893,Fly Away,Vincent de Moor,spotify:track:4N1qQkppfp2ApLUtSDQKMn,0.643,0.941,5,-6.447,0,0.0433,0.00882,0.00443,0.35600000000000004,0.56,137.985,201760,4,22.160970000000002,10,0,0
8896,Bad Romance,Artist Vs Poet,spotify:track:4srUSbTEbA2aJhEgcw0rqx,0.544,0.787,9,-4.295,0,0.0434,0.0041600000000000005,1.18e-06,0.247,0.32299999999999995,118.969,294707,4,26.352120000000003,12,0,0
8897,Uno,Ambjaay,spotify:track:3AEgic4yp82NxMWUjHtxnO,0.978,0.47700000000000004,8,-8.158999999999999,1,0.155,0.000143,0.0,0.133,0.196,110.00200000000001,109091,4,33.83396,6,1,0
8898,Butting In,Illingsworth,spotify:track:1Twd9QYszJFx5EBx1X9Hpr,0.601,0.777,7,-6.595,0,0.91,0.565,0.00257,0.19899999999999998,0.583,172.31900000000002,121678,4,22.35582,3,0,0
8899,Gift of Death,iwrestledabearonce,spotify:track:0oGdHEmNeIawG76xfBTB23,0.32799999999999996,0.981,1,-3.5189999999999997,1,0.158,3.15e-05,0.426,0.345,0.429,120.257,171854,4,32.54122,6,0,0
8903,Goodbyes,Post Malone Featuring Young Thug,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,0.5479999999999999,0.653,5,-3.875,1,0.081,0.456,0.0,0.10300000000000001,0.163,150.06799999999998,174853,4,53.78386999999999,7,1,0
8904,667,GOBLIN KING,spotify:track:6cPSCFwEP1SarHtWgsCuTS,0.522,0.9420000000000001,5,-5.218999999999999,0,0.0643,0.0012699999999999999,0.000128,0.243,0.294,130.032,266769,4,37.870059999999995,11,0,0
8911,King of Kings,Barren Cross,spotify:track:3nLrwRR8zU7gdvCVh9fxcJ,0.22699999999999998,0.8270000000000001,2,-3.738,1,0.0504,0.0035,0.000129,0.6579999999999999,0.177,144.694,405160,4,64.29496999999999,18,0,0
8912,Insane,Flume,spotify:track:0ULEBRTLZhgKisTpgKzAuB,0.348,0.536,5,-8.257,0,0.0454,0.0505,5.9699999999999994e-05,0.121,0.0479,188.06900000000002,213884,4,41.30356,14,0,0
8913,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,spotify:track:7ycWLEP1GsNjVvcjawXz3z,0.85,0.569,5,-8.152000000000001,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,4,61.6095,6,1,0
8916,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,spotify:track:29gsi1zZrZxdStACmTQB0Z,0.7090000000000001,0.589,8,-7.776,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067,3,73.12134,9,1,0
8917,Last Birthday,Living Death,spotify:track:5LnlNKRDHJI1O6bmu2mD0T,0.499,0.9470000000000001,4,-8.911,0,0.08199999999999999,0.004379999999999999,0.0,0.314,0.23,97.21600000000001,233120,4,24.52141,11,0,0
8918,Your Body,Christina Aguilera,spotify:track:2pmtavvgqZN52EePYxutgk,0.593,0.7809999999999999,8,-5.292000000000001,0,0.0547,0.000739,0.0,0.225,0.575,103.024,239853,4,21.78136,12,1,0
8920,Carter Son,YoungBoy Never Broke Again,spotify:track:0QVvkAOstRG26pVYN95CeL,0.619,0.695,10,-4.005,0,0.20600000000000002,0.336,0.0,0.0859,0.361,82.155,163931,4,22.482310000000002,6,1,0
8921,Days Of Gold,Jake Owen,spotify:track:5ETe7SElBIgm2NAZY3SpX4,0.47600000000000003,0.991,10,-3.458,1,0.052000000000000005,0.0446,0.0057399999999999994,0.128,0.45299999999999996,111.03,201373,4,23.577379999999998,7,1,0
8926,Metal Is the Way,Elm Street,spotify:track:6McSJuC82jU73m9aor1rwe,0.426,0.9470000000000001,4,-4.44,0,0.0669,5.2900000000000005e-05,0.0035600000000000002,0.349,0.302,154.994,374277,4,38.02346,18,0,0
8927,Ride,Ciara Featuring Ludacris,spotify:track:3RJclnBV8g9mvHPtSzPf7c,0.6940000000000001,0.7190000000000001,7,-4.538,1,0.0484,0.00131,1.47e-05,0.0714,0.35200000000000004,129.961,274147,4,32.37857,17,1,0
8928,From Dusk Till Dawn,BABYMETAL,spotify:track:1EGGbj2RufXUr3kvG3GvmM,0.512,0.8420000000000001,1,-5.216,0,0.0749,0.00101,0.617,0.11900000000000001,0.215,130.006,227973,4,31.4204,11,0,0
8929,X,Dean Blunt,spotify:track:3x9cmbqYqEclcaSXlusTVh,0.523,0.53,10,-10.527999999999999,1,0.0311,0.397,0.12,0.11,0.0362,130.4,534293,4,15.02444,19,0,0
8936,No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,spotify:track:7r6PigmGzlB3YPB7wvBBbi,0.654,0.7509999999999999,8,-7.507999999999999,0,0.105,0.244,0.0179,0.16699999999999998,0.568,92.774,272507,4,38.20219,9,1,0
8943,Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:0C5Tq0Bcgnk944ETx3ZtWo,0.624,0.863,7,-8.142000000000001,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,386000,4,58.49511999999999,12,0,0
8945,Queen Of Mean,Sarah Jeffery,spotify:track:4o05DiC0RQ9DNtGJGauwna,0.5429999999999999,0.787,8,-6.52,1,0.24100000000000002,0.248,0.0,0.0778,0.34299999999999997,173.702,189397,4,32.8765,11,1,0
8948,Call of Nature,Emerald Sun,spotify:track:1K8bAJPDSS0Ldk7VHCH9JV,0.298,0.599,8,-5.624,1,0.03,0.0237,0.0,0.11800000000000001,0.37,110.523,284971,4,26.89605,11,0,0
8957,Street Fighter - Audiofreq Remix,Angerfist,spotify:track:7gbRHbSZIksPwtYbVXiKzk,0.498,0.988,7,-0.8759999999999999,1,0.359,0.0157,1.18e-06,0.237,0.457,180.06099999999998,180000,4,16.02617,9,0,0
8959,Like I Can,Sam Smith,spotify:track:2TeLIzFBe3hxkPR5FIQZut,0.6559999999999999,0.627,7,-6.627000000000001,0,0.0379,0.34299999999999997,2.17e-05,0.124,0.48100000000000004,99.93299999999999,167066,4,27.700909999999997,10,1,0
8962,Lilijana,Mon Cote Punk,spotify:track:6f29z7DNLVIKRNFjRrAv5J,0.436,0.753,6,-3.72,1,0.0602,0.193,0.0,0.10400000000000001,0.525,116.285,239280,4,31.49839,10,0,0
8966,That's On Me,Yella Beezy,spotify:track:5c0Vl3yklw5WX9YI36dPLd,0.8029999999999999,0.648,4,-9.185,0,0.198,0.0288,0.0,0.0904,0.5379999999999999,131.925,219552,4,29.645809999999997,10,1,0
8971,Turbine,Black Asteroid,spotify:track:4BuvA6G4aRnez6egFdAyLh,0.941,0.765,8,-11.429,0,0.578,0.171,0.52,0.113,0.139,129.997,327102,4,82.89163,14,0,0
8972,Magic,B.o.B Featuring Rivers Cuomo,spotify:track:5uHYcK0nbEYgRaFTY5BqnP,0.5489999999999999,0.932,8,-4.11,0,0.34299999999999997,0.0127,0.0,0.34700000000000003,0.787,82.439,196133,4,27.465640000000004,10,1,0
8976,Revolte,Urban Blight,spotify:track:2uZTTNGsXjdZFYpr86b6PR,0.457,0.9329999999999999,2,-6.666,1,0.13,0.042,0.128,0.0796,0.225,129.36,171933,4,49.46268,8,0,0
8978,Night Sounds Loud,Clear Light,spotify:track:6LC1ddCh0B2YD6LPhUgveq,0.353,0.836,11,-5.727,0,0.0923,0.00506,0.00018899999999999999,0.0771,0.501,129.075,146267,4,31.03098,8,0,0
8983,Look Alive,Rae Sremmurd,spotify:track:2IGr3q6ljcpLvHDFLtI0yW,0.7859999999999999,0.583,0,-7.415,1,0.0393,0.0552,1.84e-06,0.326,0.22899999999999998,120.024,228000,4,32.60726,7,1,0
8986,Triumph Of Death,Vader,spotify:track:1KhAYFMAa8dnd3YcLnSrsy,0.555,0.9590000000000001,1,-4.58,1,0.0668,2.68e-05,0.5429999999999999,0.0969,0.299,102.531,225920,4,52.38093,12,0,0
8988,We Don't Live There Anymore,Millionaire,spotify:track:28uHOWKXQXluSLNvlnySWC,0.434,0.9590000000000001,5,-2.016,1,0.0572,0.0176,0.0938,0.244,0.36700000000000005,90.039,258907,4,23.38661,10,0,0
8989,Lemme See,Usher Featuring Rick Ross,spotify:track:4MevEW6tsWrpmzPKaqK0Uw,0.6559999999999999,0.725,1,-4.067,1,0.0596,0.0262,0.0,0.0712,0.40299999999999997,153.873,252827,4,47.58739,14,1,0
8990,The Procrastinator,Lee Morgan,spotify:track:6JJS6nqLr5CNzKkCzr8d4h,0.42,0.547,3,-11.057,0,0.0346,0.485,0.0,0.0881,0.292,133.907,486093,4,40.07568,20,0,0
8991,Bamboo,Elder Island,spotify:track:2MzQd7zPsbN73mjr90AkL0,0.5539999999999999,0.573,1,-8.266,0,0.0662,0.40399999999999997,6.11e-05,0.13699999999999998,0.298,114.97200000000001,262651,4,47.88151,15,0,0
8993,Atmosphere - Redux Mix,Kaskade,spotify:track:6iSQI1lLmoop4JOZrE13gN,0.703,0.642,10,-8.515,0,0.0412,0.0020399999999999997,0.11800000000000001,0.0782,0.35600000000000004,123.162,343120,4,31.65959,14,0,0
8999,Bailar,Deorro,spotify:track:1GL0EEkKCUT2yK52sjWkOt,0.75,0.8909999999999999,9,-3.7510000000000003,1,0.226,0.0246,6.24e-06,0.057,0.5529999999999999,128.076,160305,4,42.00111,8,0,0
9000,Make It Rain,Travis Porter,spotify:track:50p9gmJMwsz3zyAwoF0FEv,0.9259999999999999,0.69,1,-4.327,0,0.175,0.078,0.0,0.228,0.387,128.952,239493,4,45.2156,13,1,0
9001,Peace and Love (feat. Masego & Rommel Donald),Tall Black Guy,spotify:track:1Fo5MlsAtW8u9DQ6qbtb8r,0.444,0.54,0,-11.003,1,0.21600000000000003,0.32799999999999996,0.0127,0.08,0.287,85.304,337017,4,114.11798,9,0,0
9003,Pray For Me,The Weeknd & Kendrick Lamar,spotify:track:77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.09300000000000001,0.0762,2.17e-05,0.111,0.188,100.584,211440,4,33.50035,8,1,0
9005,Snow In Space feat. Vokab Kompany - Original Mix,Stephan Jacobs,spotify:track:26xfzkhIGo0ts5gzCZpPgF,0.49700000000000005,0.812,4,-6.296,0,0.0544,0.000153,0.00557,0.152,0.35700000000000004,173.873,148965,4,66.57003,6,0,0
9006,Some Nights,fun.,spotify:track:6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999,277040,4,70.34945,10,1,0
9008,Sober,Demi Lovato,spotify:track:0STK94RxUulYqWzwFlyAb5,0.397,0.303,1,-10.413,1,0.11,0.7979999999999999,4.16e-06,0.0824,0.17,170.22,197893,3,34.53161,10,1,0
9010,Talk To Me,Tory Lanez & Rich The Kid,spotify:track:51w9Jbat1pLeWINGCpnQUR,0.698,0.66,0,-7.882999999999999,1,0.052000000000000005,0.0226,0.0,0.0622,0.451,159.94899999999998,248521,4,35.30032,12,1,0
9011,Empire,Shakira,spotify:track:1eIk4CkooTRycHSDfaShLC,0.541,0.628,0,-4.6819999999999995,0,0.0603,0.733,0.0,0.055999999999999994,0.364,80.027,239333,4,29.09882,9,1,0
9014,Magnificat - Song of Mary,Arvo Pärt,spotify:track:5BQaZAoSR3it8IPYayhtFQ,0.157,0.0114,1,-27.428,1,0.0469,0.98,0.081,0.0655,0.0304,135.001,459213,1,61.04541,23,0,0
9017,Clouds,Zach Sobiech,spotify:track:1ad6CbExeZneBGswe5YuSD,0.659,0.64,2,-6.544,1,0.0263,0.151,0.00477,0.109,0.21100000000000002,96.935,179627,4,75.55912,6,1,0
9018,Ocean,Martin Garrix Featuring Khalid,spotify:track:3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4,42.87802,11,1,0
9022,Decoy,Sybreed,spotify:track:1QaufBypm629L75nZSwyas,0.494,0.982,10,-4.737,0,0.084,1.93e-05,0.0109,0.315,0.504,100.045,307147,4,78.87903,16,0,0
9023,This Is What You Came For,Calvin Harris Featuring Rihanna,spotify:track:0azC730Exh71aQlOt9Zj3y,0.63,0.9279999999999999,9,-2.787,0,0.0331,0.19899999999999998,0.124,0.14800000000000002,0.465,123.963,222160,4,31.9716,13,1,0
9024,From the Flames,Memoriam,spotify:track:5JTv4wEgiXw6vL6OR3WJKm,0.525,0.602,6,-15.015,1,0.0466,0.00247,0.5720000000000001,0.10400000000000001,0.146,80.057,339493,4,46.31089,12,0,0
9025,Dominanten 2018,Kuselofte,spotify:track:5ivoPKks7tnkiY6mAROWeg,0.561,0.89,1,-3.8169999999999997,1,0.0754,0.12,0.0,0.265,0.423,150.036,213643,4,79.83684000000001,8,0,0
9026,"10,000 Hours",Dan + Shay & Justin Bieber,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,46.91667,7,1,0
9029,XXX.,Kendrick Lamar Featuring U2,spotify:track:4iYRa2btalAzPZoSYfROqF,0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,254200,4,24.577560000000002,10,1,0
9030,Sculpted in Tyranny,Devourment,spotify:track:4klnUiAuXnrPOiRNdGgc2L,0.256,0.9179999999999999,1,-8.378,0,0.141,1.15e-05,0.862,0.218,0.0899,135.097,391747,4,20.34068,19,0,0
9032,Waves In The Red Cloth,Novembers Doom,spotify:track:2ADQuyrKBaxp5WDNwRAuE7,0.485,0.8109999999999999,1,-6.843999999999999,1,0.0371,0.00044100000000000004,0.266,0.10800000000000001,0.24,160.088,338320,3,55.136140000000005,16,0,0
9033,All of Us,Blindside,spotify:track:5Hp9Z1NwFMDhyi7ox6UVwc,0.507,0.878,2,-3.0269999999999997,0,0.0328,0.0149,2.7899999999999997e-05,0.22699999999999998,0.431,94.473,211600,4,61.87724,7,0,0
9038,No Good for Me,Boys of Fall,spotify:track:6eXY237nwwPcg9ffxRX5Eb,0.47600000000000003,0.972,11,-3.3360000000000003,1,0.156,0.00011599999999999999,0.0,0.34,0.37799999999999995,110.07600000000001,207273,4,35.46712,11,0,0
9039,Beautiful People,Ed Sheeran Featuring Khalid,spotify:track:4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.5479999999999999,92.977,197867,4,57.90091999999999,8,1,0
9040,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",spotify:track:7zBQRGpYImAdIZc97FNj3V,0.596,0.815,6,-5.667999999999999,0,0.0755,0.0111,0.0,0.174,0.45899999999999996,165.015,206567,4,61.99116,9,1,0
9041,4ÆM,Grimes,spotify:track:0cAGNiWXRAXX1QKn3Ssbzd,0.48200000000000004,0.905,7,-4.371,0,0.0419,0.00971,0.295,0.28800000000000003,0.11599999999999999,93.01899999999999,270983,4,44.46969,11,0,0
9044,Invisible,Hunter Hayes,spotify:track:2B5ey0F0QtFKNIR48vfvNJ,0.38,0.568,1,-5.712999999999999,1,0.0436,0.327,0.0,0.0822,0.259,155.95600000000002,276400,4,23.84158,12,1,0
9045,You Don't Know Her Like I Do,Brantley Gilbert,spotify:track:4WnY4W5KrqglCdIus8X9Bo,0.49,0.716,4,-6.681,1,0.0441,0.022000000000000002,0.00047999999999999996,0.0526,0.28800000000000003,74.988,286520,4,87.68203000000001,7,1,0
9048,The Bones,Maren Morris,spotify:track:3npzogdOEiVsieXmmhBepL,0.612,0.57,11,-6.642,0,0.0347,0.27899999999999997,0.0,0.0963,0.335,77.00399999999999,197293,4,62.641490000000005,8,1,0
9050,Mikasa,Veil Of Maya,spotify:track:3WERezDCiZxIDfghCax9uJ,0.501,0.991,7,-1.7309999999999999,1,0.0996,2.46e-05,0.0,0.107,0.222,110.001,189858,3,59.73441,7,0,0
9054,I Don't Want This Night To End,Luke Bryan,spotify:track:0cV4xwUA4ue2deqq4CZFko,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973,4,42.64062,12,1,0
9055,Yeah Boy,Kelsea Ballerini,spotify:track:2WaOQWSv0D1tZNxyLvnGAI,0.589,0.809,3,-5.292000000000001,1,0.0376,0.231,0.0,0.0719,0.496,88.965,194413,4,96.05985,6,1,0
9057,"O Come, O Come Emmanuel - Live",for KING & COUNTRY,spotify:track:3S22RDVjvviAG8tm8J4nVi,0.251,0.489,0,-8.04,0,0.0338,0.0206,2.27e-06,0.8079999999999999,0.145,84.736,254080,3,22.01558,12,0,0
9061,Night Of Your Life,David Guetta Featuring Jennifer Hudson,spotify:track:3edtfOPItUNifLGYHIH1Oj,0.7390000000000001,0.705,10,-5.797000000000001,0,0.0414,0.01,0.0,0.25,0.349,128.026,221973,4,22.76154,11,1,0
9062,Ghost,Ella Henderson,spotify:track:4z7gh3aIZV9arbL9jJSc5J,0.68,0.84,9,-3.823,1,0.0415,0.0457,8.38e-06,0.14300000000000002,0.46799999999999997,104.985,213213,4,51.72899,9,1,0
9064,Fire & Desire,Drake,spotify:track:4BhGTc3Cgay2U1QcTS7vQe,0.722,0.252,1,-14.411,0,0.0762,0.0671,0.0,0.0852,0.276,79.923,238120,4,43.90055,10,1,0
9065,Arthur Comes to Sophie,Hildur Guðnadóttir,spotify:track:0dvAO2KbsqDZGv8g03JFRy,0.198,0.33,0,-15.555,1,0.0331,0.491,0.812,0.085,0.0521,80.24,99013,1,21.84676,5,0,0
9068,Sledgehammer,Fifth Harmony,spotify:track:4rUTAkOU7OkVGeQuyQCHhF,0.6709999999999999,0.777,2,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907,4,50.39177,10,1,0
9075,Lemon,N*E*R*D & Rihanna,spotify:track:4PpuH4mxL0rD35mOWaLoKS,0.9159999999999999,0.727,1,-6.556,1,0.0861,0.00214,0.000145,0.11800000000000001,0.201,94.99700000000001,219707,4,74.33093000000001,7,1,0
9081,Metal Medan,Muntah Kawat,spotify:track:2Obcei5lCc86VNddj6sywW,0.545,0.998,1,-2.492,1,0.198,1.22e-05,0.00010400000000000001,0.106,0.406,100.193,245533,4,84.47461,9,0,0
9082,I Wanna Fly,Black Dawn,spotify:track:55cD48YQYR9qevIHsYl7nA,0.363,0.977,11,-4.431,1,0.14800000000000002,0.00137,0.00386,0.233,0.381,96.635,336671,3,23.636979999999998,15,0,0
9084,Bloodlust - VIP,Eptic,spotify:track:5LTZ1WbBYC6QrFCCvdmRVn,0.519,0.96,1,-3.6289999999999996,1,0.237,0.0323,0.0615,0.142,0.0985,108.514,251586,3,20.28355,12,0,0
9085,Everlasting God,Scandinavian Metal Praise,spotify:track:2gKMf8mbiK50hQLgvRnxkZ,0.49200000000000005,0.935,9,-3.128,1,0.0683,0.000978,0.0,0.124,0.429,110.015,195693,4,46.36781,11,0,0
9090,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,spotify:track:416MsJxvxSKY96DCmbJIRs,0.33799999999999997,0.0775,9,-18.067,0,0.0338,0.34299999999999997,3.6700000000000004e-05,0.212,0.155,100.648,218507,4,29.201990000000002,12,1,0
9092,Fuck Off Rock Star,The Profane,spotify:track:2JgEMXDrka1pUNK3J7A6EJ,0.23,0.992,2,-3.6919999999999997,1,0.23399999999999999,0.00596,2.71e-05,0.505,0.0938,160.011,185088,4,25.77344,8,0,0
9093,Killing Music,Benediction,spotify:track:3mjpmMuoNfhZmfVEUn8wwB,0.34299999999999997,0.941,2,-6.689,1,0.09,2.97e-06,0.127,0.198,0.20800000000000002,179.958,219320,4,17.67388,9,0,0
9096,Limbo - Original Mix,Calling from afar,spotify:track:6Ciu2e5CloGdpTHI45MtPV,0.162,0.888,0,-7.196000000000001,1,0.0683,5.16e-06,0.0901,0.18100000000000002,0.0753,179.52,323000,4,44.04672,15,0,0
9099,Key To The Streets,YFN Lucci Featuring Migos & Trouble,spotify:track:23SryQFx36SXmuAj7tXxec,0.768,0.687,6,-5.454,0,0.113,0.12300000000000001,0.0,0.113,0.294,140.064,281987,4,57.0479,14,1,0
9101,I'm A Mess,Bebe Rexha,spotify:track:04ZTP5KsCypmtCmQg5tH9R,0.63,0.6940000000000001,11,-6.257000000000001,0,0.0253,0.00281,0.0,0.0719,0.21600000000000003,97.005,195519,4,44.56937,7,1,0
9102,Tie Me Down,New Boyz Featuring Ray J,spotify:track:4faiJXyBflUVVOOE9fxbeg,0.42,0.787,8,-4.467,1,0.294,0.0104,0.0,0.198,0.38,97.96700000000001,178808,4,19.09272,10,1,0
9105,Primal Instinct,Angerfist,spotify:track:21550hsGXll3U7CaVtxlJC,0.46299999999999997,0.987,10,-2.6239999999999997,0,0.295,0.00286,0.701,0.26,0.0729,175.05900000000003,216686,4,39.46082,12,0,0
9111,You're Beautiful,The Worship Initiative,spotify:track:6PExqNUN5D4nqBTamndm6k,0.392,0.607,3,-7.79,1,0.0318,0.122,0.0,0.11,0.175,160.10299999999998,337954,4,47.64082,9,0,0
9112,Like A G6,Far*East Movement Featuring Cataracs & Dev,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.8370000000000001,3,-8.126,1,0.449,0.0067599999999999995,0.0,0.11699999999999999,0.778,124.913,216893,4,32.5224,13,1,0
9115,Perfect,Ed Sheeran,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.599,0.44799999999999995,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,38.910540000000005,12,1,0
